"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"v_1058";"v_872";"v_877";"v_878";"v_879";"v_85";"v_451";"v_870";"v_873";"v_874";"v_1135";"v_876";"v_1046";"v_1035";"v_1056";"v_1057";"v_1053";"v_1060";"v_1061";"v_1062";"v_1063";"v_1064";"v_1065";"v_1066";"v_1067";"v_1068";"v_1069";"v_1070";"v_1071";"v_1072";"v_1073";"v_1074";"v_1075";"v_1076";"v_1077";"v_1078";"v_1079";"v_1080";"v_1081";"v_1082";"v_1085";"v_1086";"v_1087";"v_1088";"v_1089";"v_1090";"v_1091";"v_1092";"v_1093";"v_1094";"v_1095";"v_1096";"v_1097";"v_1098";"v_1099";"v_1100";"v_1101";"v_1102";"v_1103";"v_1104";"v_1105";"v_1106";"v_1107";"v_1108";"v_1109";"v_1110";"v_1111";"v_1112";"v_1113";"v_1114";"v_1115";"v_1116";"v_1117";"v_1118";"v_1119";"v_1120";"v_1121";"v_1122";"v_1123";"v_1124";"v_1125";"v_1126";"v_1127";"v_1128";"v_1129";"v_1130";"v_1131";"v_1132";"v_1133";"v_1134";"browser";"referer";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts4384348";"rts4384349";"rts4384394";"rts4384468";"rts4384469";"rts4384897";"rts4385026";"rts4385055";"rts4385159";"rts4385550";"rts4385552"
"46";"0";"0";"22";"4384394";"-77";"270";"12";"2";"2";"11";"1993";"5";"Psychologie";"1";"1";"1";"1";"2";"1";"-77";"-77";"-66";"Klavier";"2";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"1";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/7.1.8 Safari/537.85.17";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394";"0";"0";"0";"-77";"-77";"dab7b7cca3341ded1c6e654c2ae3cf28";"1";"0";"1443102887";"2015-09-24 13:54:47";"2015-09-24 14:00:09";"0000-00-00 00:00:00";"2";"46";"0";"126";"230";"55";"0";"51";"182";"270";"322"
"47";"0";"0";"31";"4384395";"-77";"519";"14";"2";"16";"1";"1995";"4";"Psychologie";"1";"2";"1";"2";"1";"1";"3";"2";"Solitaire";"Querflöte";"1";"1";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"0a917c78aba0daa6bd69be584e420c05";"1";"0";"1443104036";"2015-09-24 14:13:56";"2015-09-24 14:22:35";"0000-00-00 00:00:00";"11";"62";"519";"148";"331";"93";"84";"91";"214";"394";"495"
"48";"0";"0";"31";"4384395";"-77";"953";"15";"2";"24";"4";"1996";"5";"Psychologie";"1";"1";"2";"0-1";"1";"1";"1";"2";"Quizduell";"Querflöte";"1";"1";"2";"1";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"2";"2";"1";"2";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.7.12 (KHTML, like Gecko) Version/7.1.7 Safari/537.85.16";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"e90b185c1e0317199936785022835d7e";"1";"0";"1443107840";"2015-09-24 15:17:20";"2015-09-24 15:33:13";"0000-00-00 00:00:00";"51";"188";"953";"429";"632";"280";"258";"265";"553";"732";"863"
"49";"0";"0";"31";"4384395";"-77";"1041";"13";"2";"27";"12";"1994";"5";"Psychologie";"1";"1";"1";"2";"2";"1";"-77";"-77";"-66";"Klarinette";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.99 Safari/537.36";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4385552,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"687e21c844866f5ac2740724770ca4bf";"1";"0";"1443108009";"2015-09-24 15:20:09";"2015-09-24 15:37:30";"0000-00-00 00:00:00";"5";"189";"1041";"451";"666";"242";"0";"205";"572";"768";"969"
"50";"0";"0";"31";"4384395";"-77";"2279";"11";"2";"7";"9";"1994";"5";"Psychologie ";"1";"1";"1";"1";"2";"1";"-77";"-77";"-66";"Saxofon ";"2";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"cb1d532147177b8674996204ab857163";"1";"0";"1443112681";"2015-09-24 16:38:01";"2015-09-24 17:16:00";"0000-00-00 00:00:00";"4";"47";"2279";"101";"1900";"55";"0";"52";"1782";"1955";"2270"
"51";"0";"0";"31";"4384395";"-77";"4553";"16";"2";"2";"3";"1995";"5";"Psychologie";"1";"1";"2";"0";"2";"2";"-77";"-77";"-66";"-66";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"2";"1";"2";"2";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"1";"2";"2";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"8bdae31d80e14c4b0e72d57f5d298aca";"1";"0";"1443607960";"2015-09-30 10:12:40";"2015-09-30 11:28:33";"0000-00-00 00:00:00";"4166";"4226";"4553";"4286";"4406";"4237";"0";"0";"4341";"4471";"4537"
"52";"0";"0";"31";"4384395";"-77";"4589";"17";"2";"29";"3";"1994";"4";"Psychologie";"1";"1";"1";"3";"2";"1";"-77";"-77";"-66";"Klavier";"1";"2";"2";"1";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"240752e615f57c10251ccaca5e7b32fe";"1";"0";"1443607965";"2015-09-30 10:12:45";"2015-09-30 11:29:14";"0000-00-00 00:00:00";"4146";"4215";"4589";"4307";"4424";"4236";"0";"4221";"4363";"4489";"4573"
"54";"0";"0";"31";"4384395";"-77";"4566";"18";"2";"8";"11";"1994";"5";"Psychologie";"1";"1";"1";"0";"2";"2";"-77";"-77";"-66";"-66";"2";"2";"1";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"1";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:33.0) Gecko/20100101 Firefox/33.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"255b1439cd272185185807b293284449";"1";"0";"1443608011";"2015-09-30 10:13:31";"2015-09-30 11:29:37";"0000-00-00 00:00:00";"4121";"4183";"4566";"4260";"4392";"4201";"0";"0";"4332";"4465";"4560"
"57";"0";"0";"31";"4384395";"-77";"660";"26";"2";"23";"11";"1993";"4";"Psychologie";"1";"1";"1";"1";"1";"1";"1";"2";"Quizoid";"Klavier";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/8.0.8 Safari/600.8.9";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"b8513ff2932113615ab31e49d2214bbb";"1";"0";"1443698917";"2015-10-01 11:28:37";"2015-10-01 11:39:38";"0000-00-00 00:00:00";"152";"235";"661";"379";"486";"314";"288";"298";"431";"571";"649"
"58";"0";"0";"22";"4384349";"-77";"0";"999";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/8.0.8 Safari/600.8.9";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349";"1";"1";"0";"-77";"-77";"149ef7abab15942152b11726cd4b274e";"1";"0";"1443698917";"2015-10-01 11:28:37";"2015-10-01 11:31:09";"0000-00-00 00:00:00";"152";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"59";"0";"0";"31";"4384395";"-77";"618";"20";"2";"22";"11";"1993";"5";"Psychologie";"1";"2";"2";"0";"1";"2";"2";"2";"Minesweeper";"-66";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"2";"2";"1";"1";"2";"2";"1";"2";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:40.0) Gecko/20100101 Firefox/40.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"da71314005bb8425332607ce8008f650";"1";"0";"1443698921";"2015-10-01 11:28:41";"2015-10-01 11:38:59";"0000-00-00 00:00:00";"145";"203";"618";"305";"445";"239";"226";"0";"384";"515";"606"
"60";"0";"0";"31";"4384395";"-77";"696";"23";"2";"13";"7";"1992";"4";"Psychologie";"2";"3";"2";"1";"2";"1";"-77";"-77";"-66";"Gitarre";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"2";"1";"2";"2";"1";"2";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/6.1.6 Safari/537.78.2";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"acf195e62d3a0c8c8fbf917022ca0402";"1";"0";"1443698923";"2015-10-01 11:28:43";"2015-10-01 11:40:19";"0000-00-00 00:00:00";"158";"217";"696";"335";"521";"252";"0";"224";"443";"587";"684"
"61";"0";"0";"31";"4384395";"-77";"679";"19";"2";"2";"8";"1993";"5";"Psychologie";"1";"2";"2";"1";"2";"2";"-77";"-77";"-66";"-66";"1";"2";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/6.2.8 Safari/537.85.17";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"997f48e76389dd2fdd7f563a5166fd71";"1";"0";"1443698929";"2015-10-01 11:28:49";"2015-10-01 11:40:08";"0000-00-00 00:00:00";"141";"214";"679";"329";"493";"236";"0";"0";"423";"564";"663"
"62";"0";"0";"22";"4384394";"-77";"560";"21";"2";"22";"3";"1996";"5";"Psychologie";"1";"1";"1";"0";"2";"1";"-77";"-77";"-66";"Klavier";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"2";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/7.1.8 Safari/537.85.17";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394";"1";"0";"0";"-77";"-77";"dfd877543f35a3d43c04ae76ffb56f50";"1";"0";"1443698937";"2015-10-01 11:28:57";"2015-10-01 11:39:45";"0000-00-00 00:00:00";"132";"227";"0";"347";"495";"251";"0";"232";"424";"560";"648"
"63";"0";"0";"31";"4384395";"-77";"670";"24";"2";"7";"11";"1994";"5";"Psychologie";"1";"2";"2";"1";"2";"1";"-77";"-77";"-66";"Geige, Klavier";"2";"1";"2";"2";"2";"2";"1";"2";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/600.7.12 (KHTML, like Gecko) Version/6.2.7 Safari/537.85.16";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"8eaa249d76ee6e6e280f74de40707af0";"1";"0";"1443698947";"2015-10-01 11:29:07";"2015-10-01 11:40:17";"0000-00-00 00:00:00";"120";"195";"670";"319";"485";"237";"0";"208";"409";"559";"655"
"64";"0";"0";"31";"4384395";"-77";"726";"22";"2";"6";"12";"1995";"5";"Psychologie";"1";"1";"2";"5";"2";"1";"-77";"-77";"-66";"Klavier";"1";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"1";"1";"2";"2";"1";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"2";"2";"1";"1";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"d917fe61a66010ced46ad35162cac9fe";"1";"0";"1443698998";"2015-10-01 11:29:58";"2015-10-01 11:42:04";"0000-00-00 00:00:00";"71";"154";"726";"309";"514";"191";"0";"169";"406";"608";"703"
"65";"0";"0";"31";"4384395";"-77";"540";"25";"2";"21";"5";"1995";"5";"Psychologiestudium";"1";"1";"1";"0-1";"1";"1";"2";"2";"Sudoku";"Klavier";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"a45caf4276dabb712767b1fb6ec99593";"1";"0";"1443699106";"2015-10-01 11:31:46";"2015-10-01 11:40:46";"0000-00-00 00:00:00";"6";"73";"540";"189";"331";"112";"100";"108";"269";"400";"500"
"66";"0";"0";"31";"4384395";"-77";"465";"27";"2";"20";"1";"1992";"4";"Psychologie";"1";"1";"1";"4";"1";"1";"1";"2";"quizduell";"blockflöte";"1";"1";"2";"2";"1";"1";"1";"2";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"d93f90916f3277f3fb3fc465a795a969";"1";"0";"1443699341";"2015-10-01 11:35:41";"2015-10-01 11:43:26";"0000-00-00 00:00:00";"6";"80";"465";"207";"324";"126";"104";"111";"272";"379";"456"
"67";"0";"0";"31";"4384395";"-77";"4837";"28";"2";"25";"8";"1994";"5";"Psychologie";"2";"1";"1";"3";"2";"1";"-77";"-77";"-66";"Klavier, Gitarre";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"1";"1";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"2";"2";"1";"1";"2";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"778a9d099b53f23bbffa6dc1bb6ac9ef";"1";"0";"1444031429";"2015-10-05 07:50:29";"2015-10-05 09:11:06";"0000-00-00 00:00:00";"4370";"4440";"4837";"4546";"4671";"4476";"0";"4454";"4614";"4729";"4800"
"68";"0";"0";"31";"4384395";"-77";"4872";"29";"2";"14";"6";"1994";"5";"Psychologie";"1";"1";"2";"0-1";"2";"1";"-77";"-77";"-66";"Querflöte";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"1";"1";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:40.0) Gecko/20100101 Firefox/40.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"2e734fadacb413937436e48a69e0fec9";"1";"0";"1444031437";"2015-10-05 07:50:37";"2015-10-05 09:11:49";"0000-00-00 00:00:00";"4367";"4436";"4872";"4528";"4652";"4454";"0";"4452";"4589";"4725";"4867"
"70";"0";"0";"31";"4384395";"-77";"4899";"31";"2";"7";"8";"1994";"5";"Psychologie";"1";"2";"1";"1";"1";"2";"2";"1";"GTA";"-66";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"2";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"2";"2";"1";"2";"2";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:33.0) Gecko/20100101 Firefox/33.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384348,4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"ff52def4be3f625a000a83390ac8eab0";"1";"0";"1444031528";"2015-10-05 07:52:08";"2015-10-05 09:13:47";"0000-00-00 00:00:00";"4304";"4359";"4899";"4540";"4685";"4465";"4452";"0";"4613";"4763";"4854"
